Step,numberOfAcceptedPeleSteps,currentEnergy,bindingEnergy,ligandSASA,ligandRMSD,H38_OG-L1_C3,H38_OG-L1_C7,H38_OG-L1_C10,H38_HG-H175_ND1,H175_HE2-H40_OE2,H175_HE2-H40_OE1,epoch,trajectory,Cluster
0,0,-3425.37,-11.7059,0.481048,6.27493,4.60246,5.57251,7.9413,5.62431,3.55726,1.63104,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_9.xtc,-
2,1,-3427.81,-11.4266,0.447669,5.9663,3.21245,6.06773,7.60582,5.61023,3.54896,1.60052,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_9.xtc,3
4,2,-3438.18,-9.68194,0.39582,4.75736,6.09982,8.25586,4.23896,5.59293,3.54126,1.60965,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_9.xtc,0
8,3,-3438.76,-5.76179,0.492309,6.02996,8.75575,6.38459,5.00651,5.71421,3.52454,1.59421,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_9.xtc,1
12,4,-3445.74,-9.51929,0.477944,6.87318,8.60616,4.91075,5.22839,5.93321,3.51665,1.59607,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_9.xtc,1
0,0,-3509.43,-10.4459,0.537357,5.64207,4.23294,4.85442,8.15282,4.99429,11.924,10.4207,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_10.xtc,-
1,1,-3525.56,-9.95306,0.568543,6.05561,4.05973,8.29106,7.81916,3.86518,12.0392,10.5227,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_10.xtc,3
4,2,-3526.59,-9.56379,0.584838,6.41022,3.67521,8.35682,7.93201,4.06529,12.0614,10.5279,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_10.xtc,1
6,3,-3526.83,-8.4627,0.630492,6.38741,4.54295,8.26133,8.93285,3.74865,12.1062,10.4939,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_10.xtc,3
0,0,-3435.15,-6.97654,0.536512,5.06983,5.73136,7.27418,9.13832,5.48188,11.6343,10.0028,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_11.xtc,-
1,1,-3449.87,-12.4325,0.428301,4.8404,7.26542,4.52973,9.45327,5.34874,6.61279,7.05228,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_11.xtc,0
0,0,-3518.01,-28.0131,0.313813,3.25282,3.77383,7.75692,5.85938,5.22787,3.56121,1.46291,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_12.xtc,-
7,1,-3516.49,-17.1674,0.294407,3.861,3.48376,7.93447,7.67544,2.19387,5.19589,3.02665,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_12.xtc,3
9,2,-3523.29,-22.463,0.29297,4.64425,7.07363,5.16964,7.72068,3.02053,3.58946,1.48105,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_12.xtc,2
11,3,-3535.04,-16.0689,0.315756,3.05461,4.96999,8.87722,7.48294,2.97135,3.63428,1.51559,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_12.xtc,2
0,0,-3432.19,-7.87321,0.489261,5.64159,4.62101,4.79197,7.23111,6.29039,3.75895,1.59618,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_13.xtc,-
4,1,-3434.16,-7.63934,0.541903,4.92169,4.69094,5.63088,7.32723,6.2857,3.77122,1.60134,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_13.xtc,2
5,2,-3498.92,-8.50174,0.500279,6.6016,5.50888,4.25375,6.04011,6.28449,3.55458,1.52097,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_13.xtc,2
6,3,-3518.35,-5.4091,0.64528,5.19794,4.54612,5.56924,6.53054,6.22408,3.63085,1.56842,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_13.xtc,0
8,4,-3526.01,-7.97523,0.613506,6.03152,6.3683,5.12053,5.93208,6.25167,3.6984,1.56981,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_13.xtc,2
10,5,-3532.2,-9.86282,0.474898,6.31026,4.94473,4.45519,5.44872,6.21803,3.72724,1.54876,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_13.xtc,2
0,0,-3343.12,-6.20582,0.550686,6.17964,4.76341,10.0709,8.15835,5.46145,4.13151,2.55574,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_14.xtc,-
2,1,-3348.74,-5.25697,0.638536,6.72633,5.62642,10.3477,9.87554,5.362,4.13068,2.5094,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_14.xtc,1
4,2,-3351.21,-5.52843,0.574884,5.5963,6.76973,10.6278,5.4942,5.36193,4.02944,2.33746,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_14.xtc,4
6,3,-3358.43,-9.5417,0.571503,5.58968,5.57841,10.6841,6.33078,5.28499,3.7732,1.91681,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_14.xtc,4
0,0,-3416.88,-4.61454,0.358216,4.65909,4.27009,6.50484,3.81258,3.58884,3.69722,1.89404,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_15.xtc,-
1,1,-3430.79,-3.47704,0.483618,6.92705,5.6879,3.74825,5.35831,3.87099,3.70523,1.61702,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_15.xtc,1
2,2,-3426.42,5.94236,0.459177,6.8153,6.44916,3.78284,5.09079,3.71744,3.66343,1.59242,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_15.xtc,4
3,3,-3429.23,-11.0368,0.499789,6.48597,3.93247,3.81458,6.774,4.71123,3.59915,1.56151,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_15.xtc,2
5,4,-3455.75,-12.2663,0.664763,5.01368,3.92833,5.16799,7.57374,4.76532,3.53544,1.62636,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_15.xtc,0
7,5,-3450.06,-7.21963,0.650959,7.36239,5.54303,6.48825,5.11185,5.82336,3.49052,1.81896,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_15.xtc,4
9,6,-3450.55,-7.67119,0.587815,6.70312,4.42561,6.97179,5.62897,5.78961,3.50706,1.82061,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_15.xtc,4
10,7,-3453.76,-0.81055,0.606073,6.5815,4.69414,8.45279,4.68319,5.72166,3.64964,1.40283,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_15.xtc,0
11,8,-3498.74,-0.568669,0.633992,6.4609,5.13014,8.16312,4.23367,2.40312,10.8629,12.3119,4,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/4/trajectory_15.xtc,1
0,0,-3444.55,-12.4374,0.479174,4.84043,7.25511,4.52453,9.44863,5.34151,6.61157,7.05327,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_1.xtc,-
1,1,-3446.95,-12.023,0.494788,6.55063,8.76798,5.46786,6.71614,5.46484,5.24523,5.8922,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_1.xtc,4
3,2,-3454.09,-11.6181,0.591973,6.01821,9.58741,5.01286,7.24896,5.238,4.86178,5.88859,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_1.xtc,2
0,0,-3512.36,-17.3668,0.30737,3.86116,3.48913,7.93339,7.67881,2.19429,5.1989,3.03119,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_2.xtc,-
1,1,-3513.72,-4.06545,0.42836,6.16004,4.76709,7.81461,6.64142,2.03502,4.1641,2.17011,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_2.xtc,1
3,2,-3518.87,-13.2891,0.422268,4.87421,5.3606,4.18855,8.30497,7.0833,3.59095,1.52737,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_2.xtc,0
5,3,-3522.87,-9.74638,0.526792,6.07241,3.53699,8.84058,8.26628,2.19541,11.6742,10.3835,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_2.xtc,1
7,4,-3523.0,-8.77264,0.49384,6.92144,4.06059,9.36039,7.42145,2.09658,11.6962,9.89579,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_2.xtc,1
9,5,-3527.27,-4.81846,0.607966,5.94205,3.91235,6.73021,7.17792,3.88934,11.9242,9.87609,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_2.xtc,3
11,6,-3532.28,-5.99739,0.654485,6.4663,8.29007,4.98136,8.43262,4.0369,11.5941,9.46809,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_2.xtc,0
0,0,-3493.55,-8.51183,0.507999,6.60064,5.50758,4.25345,6.03865,6.28673,3.55851,1.52414,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_3.xtc,-
1,1,-3521.8,-8.36502,0.55862,7.31981,8.27429,4.15751,4.76913,6.23517,3.62576,1.6101,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_3.xtc,4
4,2,-3525.36,-10.2092,0.604465,7.06145,7.77719,4.16004,4.21647,6.21402,3.63291,1.60272,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_3.xtc,4
6,3,-3527.76,-6.35949,0.663093,7.29081,6.15502,5.62322,4.70667,6.21991,3.62492,1.56752,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_3.xtc,1
10,4,-3532.26,-8.83157,0.649498,6.95261,4.3683,7.64093,5.2274,6.08342,3.72268,1.55889,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_3.xtc,1
0,0,-3353.96,-9.52447,0.570751,5.5895,5.57928,10.678,6.32991,5.2826,3.77725,1.91922,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_4.xtc,-
4,1,-3355.43,-4.59854,0.617355,5.896,6.01352,11.1637,6.93103,5.27758,3.66883,1.79754,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_4.xtc,0
6,2,-3361.56,-7.34264,0.626546,6.75221,9.20526,9.13694,5.46368,5.20954,3.55467,1.6034,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_4.xtc,4
10,3,-3363.94,-6.99095,0.658465,6.29238,5.95011,9.57587,5.60703,5.16482,3.54781,1.59511,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_4.xtc,4
0,0,-3426.55,-3.61063,0.477882,6.92629,5.69113,3.7522,5.35742,3.86934,3.701,1.61155,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_5.xtc,-
1,1,-3442.26,-14.9336,0.354034,6.05335,5.85714,3.87382,5.24176,5.04721,3.55994,1.65828,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_5.xtc,4
7,2,-3448.73,-16.9896,0.351538,5.20371,5.48939,3.60099,6.19101,5.50695,3.50299,1.54404,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_5.xtc,2
11,3,-3452.9,-16.4847,0.379937,4.86247,6.64565,4.5917,3.76943,6.06281,3.59435,1.56513,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_5.xtc,0
0,0,-3422.12,6.02505,0.454695,6.81512,6.44706,3.78257,5.09231,3.71179,3.66203,1.59,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_6.xtc,-
1,1,-3442.09,-15.3531,0.465966,6.8369,6.92851,3.97138,3.54952,5.02356,3.51063,1.57253,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_6.xtc,4
3,2,-3447.59,-7.72366,0.573849,7.73725,6.52759,5.54489,3.53649,6.28081,3.58507,1.51227,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_6.xtc,4
5,3,-3451.51,-9.41532,0.519041,7.56259,6.66108,4.34996,4.44462,5.87876,3.49769,1.56459,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_6.xtc,4
6,4,-3455.46,-6.67706,0.617107,6.93782,6.62002,4.64666,5.67694,5.9855,3.52837,1.5403,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_6.xtc,2
8,5,-3458.94,-5.89384,0.635893,5.39112,5.64777,6.49745,6.11906,5.98927,3.5324,1.51147,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_6.xtc,0
12,6,-3460.15,-5.60107,0.731265,6.33591,8.13124,5.45187,4.35599,6.02108,3.54336,1.51237,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_6.xtc,0
0,0,-3445.43,-7.7471,0.545532,6.70343,4.42263,6.97425,5.63044,5.78767,3.50592,1.82047,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_7.xtc,-
1,1,-3457.1,-8.38999,0.528097,7.20419,6.45269,5.34506,6.34421,5.76245,3.64592,1.42478,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_7.xtc,2
2,2,-3496.24,-5.1061,0.559185,7.50616,7.6584,4.35663,5.77238,5.73964,3.6322,1.43752,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_7.xtc,4
3,3,-3521.87,-7.47923,0.53436,6.66679,6.9906,6.79964,5.30727,5.65738,3.49413,1.48229,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_7.xtc,1
4,4,-3520.8,-4.15806,0.651923,7.32169,6.02296,7.92046,3.59752,5.63586,3.47385,1.46559,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_7.xtc,1
5,5,-3530.74,-14.8148,0.544317,7.46679,3.62217,6.50065,4.83843,4.28152,3.23944,1.47295,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_7.xtc,4
0,0,-3449.27,-0.972483,0.5833,6.58257,4.69471,8.45749,4.68637,5.72336,3.64793,1.40862,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_8.xtc,-
1,1,-3528.08,-10.9063,0.542654,5.45752,4.00831,7.14078,5.69013,5.64758,3.75285,1.55232,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_8.xtc,0
6,2,-3528.49,-8.98648,0.615192,6.04325,4.64135,5.5133,8.82751,5.6284,3.741,1.53661,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_8.xtc,3
0,0,-3494.44,-0.388729,0.60032,6.46021,5.1334,8.16067,4.23487,2.40603,10.8597,12.3138,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_9.xtc,-
3,1,-3502.21,-4.58357,0.532642,7.05454,7.81748,4.85564,6.06344,5.49691,10.8799,11.8541,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_9.xtc,2
5,2,-3523.44,-12.9501,0.425402,6.08659,6.93077,4.72331,6.66395,5.54382,10.8333,11.8601,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_9.xtc,0
0,0,-3451.47,-7.77437,0.506897,6.71248,7.99522,5.60166,6.09019,6.35712,3.74251,1.58098,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_10.xtc,-
3,1,-3449.57,-7.66431,0.564463,6.7965,9.26804,5.83904,5.46342,6.3384,3.60128,1.448,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_10.xtc,4
4,2,-3452.5,-3.53213,0.582595,6.32905,6.52627,7.9944,6.56415,6.33952,3.5664,1.39364,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_10.xtc,1
5,3,-3486.63,-6.6295,0.53113,6.77391,9.58281,5.27379,7.48003,6.27448,3.59901,1.4322,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_10.xtc,4
6,4,-3512.93,-2.94772,0.626017,6.90591,9.91332,5.80492,7.6568,6.28972,3.66509,1.49902,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_10.xtc,1
7,5,-3518.6,-10.9342,0.716488,6.71555,9.49341,10.1135,7.69673,6.28373,3.85142,1.68668,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_10.xtc,1
9,6,-3524.14,-9.33996,0.643384,6.05603,5.89354,7.39521,10.8848,6.27816,3.63022,1.50375,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_10.xtc,3
0,0,-3426.11,-13.0377,0.498902,6.85642,7.92598,4.34093,5.25933,6.27064,1.74502,3.50166,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_11.xtc,-
5,1,-3424.34,-17.4286,0.366881,5.83243,4.55104,4.5127,8.48186,6.02698,1.45757,3.43174,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_11.xtc,3
6,2,-3431.74,-6.50589,0.480359,6.2718,8.90204,4.76325,6.74244,6.12964,1.53629,3.43517,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_11.xtc,2
8,3,-3434.64,-5.23496,0.608475,6.05664,7.95813,6.89394,6.57822,6.1109,1.53536,3.58563,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_11.xtc,3
10,4,-3444.47,-10.1546,0.5354,6.13635,9.52796,7.02597,4.44711,6.17349,1.57532,3.59453,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_11.xtc,0
0,0,-3441.84,-14.0098,0.465495,6.1021,8.87866,7.14335,3.58163,4.78359,1.55454,3.48009,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_12.xtc,-
0,0,-3503.48,-4.26153,0.486214,5.09982,8.82977,9.73525,4.93244,6.21993,1.6131,3.45556,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_13.xtc,-
5,1,-3502.15,-11.6651,0.535196,6.6386,4.82949,10.0992,9.07902,6.1338,3.39109,1.4402,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_13.xtc,1
7,2,-3505.83,-12.4823,0.49451,6.63909,8.58253,10.1544,5.80803,6.11891,3.34468,1.46559,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_13.xtc,0
9,3,-3506.17,-13.8179,0.438973,5.77444,6.37089,9.22979,8.19561,6.09734,3.39645,1.49004,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_13.xtc,2
11,4,-3510.56,-19.4784,0.286247,5.33668,6.75889,6.18707,8.65225,6.09666,3.40217,1.53573,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_13.xtc,2
0,0,-3361.91,-6.67202,0.59787,6.83777,6.98029,7.37629,8.54117,6.18826,4.15011,2.62985,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_14.xtc,-
6,1,-3367.48,-6.32681,0.619673,6.99527,9.37334,9.02711,6.09896,6.16749,4.11476,2.53945,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_14.xtc,1
12,2,-3368.41,-6.00816,0.704885,7.2718,6.62627,7.27477,9.25276,6.18147,4.12885,2.57383,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_14.xtc,3
0,0,-3340.96,-18.9581,0.353264,3.21493,4.02076,7.91523,7.7955,6.56328,3.71884,1.51842,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_15.xtc,-
1,1,-3341.49,-20.2461,0.379947,4.41099,3.83621,7.5849,7.23273,4.82479,3.67067,1.69406,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_15.xtc,2
2,2,-3348.54,-6.53033,0.424548,5.09898,3.69906,7.78938,7.66606,4.82664,3.66309,1.68258,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_15.xtc,1
3,3,-3389.72,-11.6193,0.657961,6.39202,6.19382,7.86645,4.40234,6.38625,3.62109,1.61501,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_15.xtc,1
4,4,-3446.41,-6.87781,0.738984,7.05985,7.10135,8.07906,5.58432,6.37269,3.61665,1.63026,5,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/5/trajectory_15.xtc,1
